lakeid,sta,sampledate,sampletime,sampledepth,light,wtemp,o2sat,do,ph,secchi_up,secchi_dn,barom_pres,GPScoord_E,GPScoord_N,comments,
myv,33,2018-08-17,10:41,1.50,14,11.8,101.5,10.49,9.44,0.68,0.8,725.5,NA,NA,Harry,
myv,33,2018-08-17,10:41,2.00,9,11.8,100.6,10.4,9.42,0.68,0.8,725.5,NA,NA,Harry,
myv,33,2018-08-17,10:41,2.50,4,11.6,96.3,10,9.45,0.68,0.8,725.5,NA,NA,Harry,
myv,33,2018-08-17,10:41,3.00,3,11.6,96.1,9.98,9.4,0.68,0.8,725.5,NA,NA,Harry,
myv,1,2019-03-17,18:00,0.50,282,0.6,95,13.1,NA,NA,NA,729.5,NA,NA,Harry had dried out and was only hydrated for 2h,
myv,1,2019-03-17,18:00,1.00,248,0.9,90.7,12.3,NA,NA,NA,729.5,NA,NA,Harry had dried out and was only hydrated for 2h,
myv,1,2019-03-17,18:00,1.50,213,2.2,90.2,11.87,NA,NA,NA,729.5,NA,NA,Harry had dried out and was only hydrated for 2h,
myv,1,2019-03-17,18:00,2.00,175,3.1,76.3,9.75,NA,NA,NA,729.5,NA,NA,Harry had dried out and was only hydrated for 2h,
myv,1,2019-03-17,18:00,2.50,114,3.6,18.6,2.36,NA,NA,NA,729.5,NA,NA,Harry had dried out and was only hydrated for 2h,
myv,33,2019-03-18,15:00,0.50,NA,1.7,87.8,11.72,NA,NA,NA,725,NA,NA,hydrated Harry for 24h,
myv,33,2019-03-18,15:00,1.00,NA,1.4,86.5,11.6,NA,NA,NA,725,NA,NA,hydrated Harry for 24h,
myv,33,2019-03-18,15:00,1.50,NA,1.7,87.6,11.63,NA,NA,NA,725,NA,NA,hydrated Harry for 24h,
myv,33,2019-03-18,15:00,2.00,NA,2.2,87.7,11.4,NA,NA,NA,725,NA,NA,hydrated Harry for 24h,
myv,33,2019-03-18,15:00,2.50,NA,3.4,72.4,9.19,NA,NA,NA,725,NA,NA,hydrated Harry for 24h,
myv,33,2019-03-18,15:00,3.00,NA,4.3,119,14.77,NA,NA,NA,725,NA,NA,hydrated Harry for 24h,
myv,5,2019-03-20,14:00,0.50,NA,1.4,94.0,12.61,NA,NA,NA,723.4,NA,NA,,
myv,5,2019-03-20,14:00,1.00,NA,1.2,94.5,12.72,NA,NA,NA,723.4,NA,NA,,
myv,5,2019-03-20,14:00,1.50,NA,1.3,96.3,12.94,NA,NA,NA,723.4,NA,NA,,
myv,5,2019-03-20,14:00,2.00,NA,1.4,97.5,13.05,NA,NA,NA,723.4,NA,NA,,
myv,5,2019-03-20,14:00,2.50,NA,1.4,97.8,13.09,NA,NA,NA,723.4,NA,NA,,
myv,1,2019-05-17,11:20,0.00,1200,9.5,117.2,13.05,9.09,2,2.2,741,405945,7274515,"Harry, 0405945, 7274515",
myv,1,2019-05-17,11:20,0.5,1000,9.3,117.4,13.14,8.92,2,2.2,741,405945,7274515,"Harry, 0405945, 7274515",
myv,1,2019-05-17,11:20,1,800,8.8,116.9,13.21,8.83,2,2.2,741,405945,7274515,"Harry, 0405945, 7274515",
myv,1,2019-05-17,11:20,1.5,700,8.6,118.7,13.51,8.79,2,2.2,741,405945,7274515,"Harry, 0405945, 7274515",
myv,1,2019-05-17,11:20,2,580,8.5,119.1,13.58,8.78,2,2.2,741,405945,7274515,"Harry, 0405945, 7274515",
myv,1,2019-05-17,11:20,2.5,460,8.5,118.8,13.56,8.79,2,2.2,741,405945,7274515,"Harry, 0405945, 7274515",
myv,2,2019-05-17,12:46,0,1300,9.7,120.2,13.31,9.14,1.85,2.05,741,406276,7278009,"Harry, 0406276, 7278009",
myv,2,2019-05-17,12:46,0.5,1050,9.6,119.8,13.35,9,1.85,2.05,741,406276,7278009,"Harry, 0406276, 7278009",
myv,2,2019-05-17,12:46,1,1000,8.9,122,13.77,8.89,1.85,2.05,741,406276,7278009,"Harry, 0406276, 7278009",
myv,2,2019-05-17,12:46,1.5,820,8.8,121.8,13.8,8.9,1.85,2.05,741,406276,7278009,"Harry, 0406276, 7278009",
myv,2,2019-05-17,12:46,2,660,8.8,123.4,13.97,8.92,1.85,2.05,741,406276,7278009,"Harry, 0406276, 7278009",
myv,2,2019-05-17,12:46,2.5,485,8.8,123.7,14,8.95,1.85,2.05,741,406276,7278009,"Harry, 0406276, 7278009",
myv,33,2019-05-17,13:05,0,1150,9.8,120.8,13.28,9.19,2.6,2.8,741,4057635,7276128,"Harry, 04057635, 7276128",
myv,33,2019-05-17,13:05,0.5,1030,9.5,119.7,13.31,9,2.6,2.8,741,4057635,7276128,"Harry, 04057635, 7276128",
myv,33,2019-05-17,13:05,1,850,9.4,119.5,13.31,8.93,2.6,2.8,741,4057635,7276128,"Harry, 04057635, 7276128",
myv,33,2019-05-17,13:05,1.5,710,9.3,119.4,13.34,8.89,2.6,2.8,741,4057635,7276128,"Harry, 04057635, 7276128",
myv,33,2019-05-17,13:05,2,550,9,120.5,13.52,8.89,2.6,2.8,741,4057635,7276128,"Harry, 04057635, 7276128",
myv,33,2019-05-17,13:05,2.5,480,9,121.6,13.68,8.89,2.6,2.8,741,4057635,7276128,"Harry, 04057635, 7276128",
myv,33,2019-05-17,13:05,3,405,8.9,121.7,13.69,8.92,2.6,2.8,741,4057635,7276128,"Harry, 04057635, 7276128",
myv,4,2019-05-17,14:05,0,1100,11.6,122.6,12.99,9.07,2.15,2.3,741,407649,7278586,"Harry, 0407649, 7278586 Actual 150 due W of E4. Forgot to take sedimetnts used 1/3 of DG sediments",
myv,4,2019-05-17,14:05,0.5,1000,11.3,122.2,13.08,8.97,2.15,2.3,741,407649,7278586,"Harry, 0407649, 7278586 Actual 150 due W of E4. Forgot to take sedimetnts used 1/3 of DG sediments",
myv,4,2019-05-17,14:05,1,980,10.8,122.3,13.23,8.85,2.15,2.3,741,407649,7278586,"Harry, 0407649, 7278586 Actual 150 due W of E4. Forgot to take sedimetnts used 1/3 of DG sediments",
myv,4,2019-05-17,14:05,1.5,720,9.6,130.1,14.44,8.85,2.15,2.3,741,407649,7278586,"Harry, 0407649, 7278586 Actual 150 due W of E4. Forgot to take sedimetnts used 1/3 of DG sediments",
myv,4,2019-05-17,14:05,2,540,9.6,130.1,14.44,8.89,2.15,2.3,741,407649,7278586,"Harry, 0407649, 7278586 Actual 150 due W of E4. Forgot to take sedimetnts used 1/3 of DG sediments",
myv,4,2019-05-17,14:05,2.5,470,9.6,130.9,14.53,8.91,2.15,2.3,741,407649,7278586,"Harry, 0407649, 7278586 Actual 150 due W of E4. Forgot to take sedimetnts used 1/3 of DG sediments",
myv,5,2019-05-17,16:24,0,990,11.1,118.6,12.69,9.08,2.45,INF,741,409775,7276396,"Harry, 0409775, 7276396",
myv,5,2019-05-17,16:24,0.5,830,11,118.5,12.71,9.15,2.45,INF,741,409775,7276396,"Harry, 0409775, 7276396",
myv,5,2019-05-17,16:24,1,600,10.6,118.2,12.81,8.89,2.45,INF,741,409775,7276396,"Harry, 0409775, 7276396",
myv,5,2019-05-17,16:24,1.5,530,10.4,125.2,13.61,8.81,2.45,INF,741,409775,7276396,"Harry, 0409775, 7276396",
myv,5,2019-05-17,16:24,2,440,10.4,125.9,13.69,8.84,2.45,INF,741,409775,7276396,"Harry, 0409775, 7276396",
myv,6,2019-05-17,17:35,0,750,11.1,118.7,12.71,9.15,INF,INF,741,40895,7274409,"Harry, Lots of macrophytes made it difficult to core",
myv,6,2019-05-17,17:35,0.5,560,11.1,118.7,12.7,8.99,INF,INF,741,40895,7274409,"Harry, Lots of macrophytes made it difficult to core",
myv,6,2019-05-17,17:35,1,510,11,118.7,12.73,8.82,INF,INF,741,40895,7274409,"Harry, Lots of macrophytes made it difficult to core",
myv,6,2019-05-17,17:35,1.5,470,10.7,123.1,13.3,8.83,INF,INF,741,40895,7274409,"Harry, Lots of macrophytes made it difficult to core",
myv,6,2019-05-17,17:35,2,440,10.7,124.1,13.4,8.7,INF,INF,741,40895,7274409,"Harry, Lots of macrophytes made it difficult to core",
myv,6,2019-05-17,17:35,2.5,200,10.7,127.1,13.72,8.9,INF,INF,741,40895,7274409,"Harry, Lots of macrophytes made it difficult to core",
myv,33,2019-05-31,12:45,0,1595,7.7,106.2,12.39,7.6,2.84,3.06,742.1,NA,NA,Hermione,
myv,33,2019-05-31,12:45,0.5,1233,7.7,106.7,12.43,7.66,2.84,3.06,742.1,NA,NA,Hermione,
myv,33,2019-05-31,12:45,1,1199,7.7,106.9,12.45,7.62,2.84,3.06,742.1,NA,NA,Hermione,
myv,33,2019-05-31,12:45,1.5,1045,7.6,107.1,12.51,7.62,2.84,3.06,742.1,NA,NA,Hermione,
myv,33,2019-05-31,12:45,2,690,7.6,107.2,12.51,7.76,2.84,3.06,742.1,NA,NA,Hermione,
myv,33,2019-05-31,12:45,2.5,653,7.6,107.3,12.53,7.86,2.84,3.06,742.1,NA,NA,Hermione,
myv,33,2019-05-31,12:45,3,410,7.6,107.4,12.55,7.96,2.84,3.06,742.1,NA,NA,Hermione,
myv,33,2019-06-10,12:10,0,NA,13.9,94.8,9.68,9.47,3,INF,749.4,NA,NA,Hermione; Light meter not functional,
myv,33,2019-06-10,12:10,0.5,NA,8.9,109.3,12.49,9.35,3,INF,749.4,NA,NA,Hermione; Light meter not functional,
myv,33,2019-06-10,12:10,1,NA,8.4,110.1,12.76,9.25,3,INF,749.4,NA,NA,Hermione; Light meter not functional,
myv,33,2019-06-10,12:10,1.5,NA,8,110.6,12.92,9.2,3,INF,749.4,NA,NA,Hermione; Light meter not functional,
myv,33,2019-06-10,12:10,2,NA,8,110.6,12.95,9.23,3,INF,749.4,NA,NA,Hermione; Light meter not functional,
myv,33,2019-06-10,12:10,2.5,NA,8,111.2,12.97,9.25,3,INF,749.4,NA,NA,Hermione; Light meter not functional,
myv,33,2019-06-10,12:10,3,NA,7.9,110.8,12.96,9.27,3,INF,749.4,NA,NA,Hermione; Light meter not functional,
myv,33,2019-06-16,11:30,0,1300,13.2,17.6,11.99,9.67,3.1,INF,738.5,NA,NA,Harry,
myv,33,2019-06-16,11:30,0.5,1200,13.1,117.4,12.01,9.45,3.1,INF,738.5,NA,NA,Harry,
myv,33,2019-06-16,11:30,1,950,12.7,117.3,12.11,9.35,3.1,INF,738.5,NA,NA,Harry,
myv,33,2019-06-16,11:30,1.5,NA,12.4,118.4,12.3,9.35,3.1,INF,738.5,NA,NA,Harry; L:ight meter stopped working,
myv,33,2019-06-16,11:30,2,NA,12.3,119.2,12.41,9.38,3.1,INF,738.5,NA,NA,Harry; L:ight meter stopped working,
myv,33,2019-06-16,11:30,2.5,NA,12.3,119.4,12.44,9.4,3.1,INF,738.5,NA,NA,Harry; L:ight meter stopped working,
myv,33,2019-06-16,11:30,3,NA,12.3,119.7,12.47,9.41,3.1,INF,738.5,NA,NA,Harry; L:ight meter stopped working,
myv,33,2019-06-22,11:50,0,610,10.1,113.8,12.48,9.69,INF,INF,739.5,NA,NA,Harry,
myv,33,2019-06-22,11:50,0.5,NA,10,114.1,12.54,9.46,INF,INF,739.5,NA,NA,Harry; L:ight meter stopped working,
myv,33,2019-06-22,11:50,1,NA,10,114.3,12.55,9.51,INF,INF,739.5,NA,NA,Harry; L:ight meter stopped working,
myv,33,2019-06-22,11:50,1.5,NA,10,114.2,12.54,9.42,INF,INF,739.5,NA,NA,Harry; L:ight meter stopped working,
myv,33,2019-06-22,11:50,2,NA,10,114.2,12.54,9.47,INF,INF,739.5,NA,NA,Harry; L:ight meter stopped working,
myv,33,2019-06-22,11:50,2.5,NA,9.8,114.8,12.65,9.35,INF,INF,739.5,NA,NA,Harry; L:ight meter stopped working,
myv,33,2019-06-22,11:50,3,NA,9.8,115.5,12.75,9.37,INF,INF,739.5,NA,NA,Harry; L:ight meter stopped working,
myv,33,2019-07-03,10:15,0,NA,11.8,100.2,10.59,NA,NA,3,NA,NA,NA,Harry; mmHg and secchi up not taken. Other boat had pH and light meter.,
myv,33,2019-07-03,10:15,0.5,NA,11.7,100.2,10.61,NA,NA,3,NA,NA,NA,Harry; mmHg and secchi up not taken. Other boat had pH and light meter.,
myv,33,2019-07-03,10:15,1,NA,11.6,99.9,10.61,NA,NA,3,NA,NA,NA,Harry; mmHg and secchi up not taken. Other boat had pH and light meter.,
myv,33,2019-07-03,10:15,1.5,NA,11.2,100.2,10.61,NA,NA,3,NA,NA,NA,Harry; mmHg and secchi up not taken. Other boat had pH and light meter.,
myv,33,2019-07-03,10:15,2,NA,11.1,100.8,10.83,NA,NA,3,NA,NA,NA,Harry; mmHg and secchi up not taken. Other boat had pH and light meter.,
myv,33,2019-07-03,10:15,2.5,NA,11.1,101.2,10.87,NA,NA,3,NA,NA,NA,Harry; mmHg and secchi up not taken. Other boat had pH and light meter.,
myv,33,2019-07-03,10:15,3,NA,11,101.5,10.93,NA,NA,3,NA,NA,NA,Harry; mmHg and secchi up not taken. Other boat had pH and light meter.,
myv,33*,2019-07-19,11:45,0,162.9,13.8,99.2,9.9,9.84,INF,INF,NA,NA,NA,Harry; Probably too far from station 33. max depth 1.6 m.,
myv,33*,2019-07-19,11:45,0.5,110.2,13.9,98.9,9.86,9.32,INF,INF,NA,NA,NA,Harry; Probably too far from station 33. max depth 1.6 m.,
myv,33*,2019-07-19,11:45,1,72.05,13.9,98.8,9.84,9.17,INF,INF,NA,NA,NA,Harry; Probably too far from station 33. max depth 1.6 m.,
myv,33*,2019-07-19,11:45,1.5,57.09,13.9,98.7,9.84,9.05,INF,INF,NA,NA,NA,Harry; Probably too far from station 33. max depth 1.6 m.,
myv,33*,2019-07-19,11:45,2,NA,NA,NA,NA,NA,INF,INF,NA,NA,NA,Harry; Probably too far from station 33. max depth 1.6 m.,
myv,33*,2019-07-19,11:45,2.5,NA,NA,NA,NA,NA,INF,INF,NA,NA,NA,Harry; Probably too far from station 33. max depth 1.6 m.,
myv,33*,2019-07-19,11:45,3,NA,NA,NA,NA,NA,INF,INF,NA,NA,NA,Harry; Probably too far from station 33. max depth 1.6 m.,
myv,33,2019-08-01,11:37,0,667.5,14.9,113.6,11.26,9.25,NA,1.73,744.7,NA,NA,Hermione,
myv,33,2019-08-01,11:37,0.5,557.4,14.7,114.5,11.39,9.35,NA,1.73,744.7,NA,NA,Hermione,
myv,33,2019-08-01,11:37,1,350.5,14.6,114.9,11.45,9.44,NA,1.73,744.7,NA,NA,Hermione,
myv,33,2019-08-01,11:37,1.5,264.4,14.4,115.1,11.53,9.52,NA,1.73,744.7,NA,NA,Hermione,
myv,33,2019-08-01,11:37,2,180,14.1,116.8,11.81,9.44,NA,1.73,744.7,NA,NA,Hermione,
myv,33,2019-08-01,11:37,2.5,142.8,14.1,119.9,12.08,9.41,NA,1.73,744.7,NA,NA,Hermione,
myv,33,2019-08-01,11:37,3,0.275,14.1,120.4,12.13,9.63,NA,1.73,744.7,NA,NA,Hermione,
myv,1,2019-08-20,NA,0,643.1,8,111.5,12.8,NA,1.3,1.87,736.7,0405952,7274505,Hermione,
myv,1,2019-08-20,NA,0.5,340.8,7.9,111.8,12.87,NA,1.3,1.87,736.7,0405953,7274506,Hermione,
myv,1,2019-08-20,NA,1,296.8,7.9,112.3,12.93,NA,1.3,1.87,736.7,0405954,7274507,Hermione,
myv,1,2019-08-20,NA,1.5,190,7.8,114.4,13.19,NA,1.3,1.87,736.7,0405955,7274508,Hermione,
myv,1,2019-08-20,NA,2,188.4,7.8,115,13.26,NA,1.3,1.87,736.7,0405956,7274509,Hermione,
myv,33,2019-08-20,NA,0,670,8.7,109.4,12.36,9.25,1.4,1.8,736.7,0407662,7276046,Hermione,
myv,33,2019-08-20,NA,0.5,470,8.5,108.6,12.34,9,1.4,1.8,736.7,0407662,7276046,Hermione,
myv,33,2019-08-20,NA,1,380,8.1,107.6,12.33,8.95,1.4,1.8,736.7,0407662,7276046,Hermione,
myv,33,2019-08-20,NA,1.5,311,8,107.9,12.38,8.98,1.4,1.8,736.7,0407662,7276046,Hermione,
myv,33,2019-08-20,NA,2,188,7.9,108.5,12.49,8.95,1.4,1.8,736.7,0407662,7276046,Hermione,
myv,33,2019-08-20,NA,2.5,141,7.9,108.6,12.5,8.99,1.4,1.8,736.7,0407662,7276046,Hermione,
myv,33,2019-08-20,NA,3,103,7.9,109,12.55,9.01,1.4,1.8,736.7,0407662,7276046,Hermione,
myv,2,2019-08-20,NA,0,610.4,9.2,114.5,12.77,NA,2.6,INF,736.7,0406269,7278008,Hermione,
myv,2,2019-08-20,NA,0.5,552.9,8.7,113.5,12.85,NA,3.6,INF,736.7,0406269,7278008,Hermione,
myv,2,2019-08-20,NA,1,390.2,8.3,112.6,12.83,NA,4.6,INF,736.7,0406269,7278008,Hermione,
myv,2,2019-08-20,NA,1.5,297.3,8.1,117.9,13.5,NA,5.6,INF,736.7,0406269,7278008,Hermione,
myv,2,2019-08-20,NA,2,291.2,8.1,117.6,13.45,NA,6.6,INF,736.7,0406269,7278008,Hermione,
myv,2,2019-08-20,NA,2.5,180.2,8,118.5,13.6,NA,7.6,INF,736.7,0406269,7278008,Hermione,
myv,4,2019-08-20,NA,0,115.4,9,110.9,12.42,NA,1.7,2,NA,0407676,7278635,NA,
myv,4,2019-08-20,NA,0.5,93.07,8.9,110.6,12.41,NA,1.7,2,NA,0407676,7278635,NA,
myv,4,2019-08-20,NA,1,109.1,8.2,111.3,12.64,NA,1.7,2,NA,0407676,7278635,NA,
myv,4,2019-08-20,NA,1.5,241.1,8,120.7,13.85,NA,1.7,2,NA,0407676,7278635,NA,
myv,4,2019-08-20,NA,2,207.8,8,121.1,13.86,NA,1.7,2,NA,0407676,7278635,NA,
myv,4,2019-08-20,NA,2.5,174.9,8,121.3,13.92,NA,1.7,2,NA,0407676,7278635,NA,
myv,5,2019-08-20,NA,0,667.6,8.5,115.6,13.1,NA,1.6,2,NA,0409767,7276432,NA,
myv,5,2019-08-20,NA,0.5,453.9,8.4,115.5,13.12,NA,1.6,2,NA,0409767,7276432,NA,
myv,5,2019-08-20,NA,1,413.4,8.5,115.5,13.09,NA,1.6,2,NA,0409767,7276432,NA,
myv,5,2019-08-20,NA,1.5,341.8,8.4,115.2,13.08,NA,1.6,2,NA,0409767,7276432,NA,
myv,5,2019-08-20,NA,2,240.7,8,118.6,13.64,NA,1.6,2,NA,0409767,7276432,NA,
myv,5,2019-08-20,NA,2.5,163.9,8,123.3,14.17,NA,1.6,2,NA,0409767,7276432,NA,
myv,6,2019-08-20,NA,0,370,7.7,115,13.31,NA,INF,INF,NA,0408940,7274373,NA,
myv,6,2019-08-20,NA,0.5,413,7.6,115,13.33,NA,INF,INF,NA,0408940,7274373,NA,
myv,6,2019-08-20,NA,1,159.1,7.6,115.5,13.38,NA,INF,INF,NA,0408940,7274373,NA,
myv,6,2019-08-20,NA,1.5,237.3,7.6,115.2,13.33,NA,INF,INF,NA,0408940,7274373,NA,
myv,6,2019-08-20,NA,2,279.9,7.6,115,13.32,NA,INF,INF,NA,0408940,7274373,NA,
myv,Stop1,2020-03-08,15:00,0,NA,NA,NA,NA,NA,NA,NA,NA,406454,7274463,Harry,
myv,Stop1,2020-03-08,15:00,0.5,NA,NA,NA,NA,NA,NA,NA,NA,406454,7274463,Harry,
myv,Stop1,2020-03-08,15:00,1,NA,0.1,77.6,10.79,NA,NA,NA,NA,406454,7274463,Harry,
myv,Stop1,2020-03-08,15:00,1.5,NA,0.7,76,10.33,NA,NA,NA,NA,406454,7274463,Harry,
myv,Stop1,2020-03-08,15:00,2,NA,2.1,52.3,6.85,NA,NA,NA,NA,406454,7274463,Harry,
myv,Stop1,2020-03-08,15:00,2.5,NA,3.4,3.3,0.43,NA,NA,NA,NA,406454,7274463,Harry,
myv,1,2020-03-09,13:20,0,NA,NA,NA,NA,NA,NA,NA,NA,405945,7274352,Harry,
myv,1,2020-03-09,13:20,0.5,NA,NA,NA,NA,NA,NA,NA,NA,405945,7274352,Harry,
myv,1,2020-03-09,13:20,1,NA,0.6,89.7,12.36,NA,NA,NA,NA,405945,7274352,Harry,
myv,1,2020-03-09,13:20,1.5,NA,1.3,38.4,5.19,NA,NA,NA,NA,405945,7274352,Harry,
myv,1,2020-03-09,13:20,2,NA,2.2,13.4,1.78,NA,NA,NA,NA,405945,7274352,Harry,
myv,1,2020-03-09,13:20,2.5,NA,3.3,2.8,0.25,NA,NA,NA,NA,405945,7274352,Harry,
myv,Stop3,2020-03-10,12:18,0,NA,NA,NA,NA,NA,NA,NA,NA,405946,7273958,Harry,
myv,Stop3,2020-03-10,12:18,0.5,NA,NA,NA,NA,NA,NA,NA,NA,405946,7273958,Harry,
myv,Stop3,2020-03-10,12:18,1,48.4,0.9,87,11.7,NA,NA,NA,NA,405946,7273958,Harry,
myv,Stop3,2020-03-10,12:18,1.5,38,1.4,63,8.36,NA,NA,NA,NA,405946,7273958,Harry,
myv,Stop3,2020-03-10,12:18,2,23.3,2.2,17.8,2.31,NA,NA,NA,NA,405946,7273958,Harry,
myv,Stop3,2020-03-10,12:18,2.5,NA,2.6,2.5,0.31,NA,NA,NA,NA,405946,7273958,Harry,
myv,Stop3,2020-03-13,13:00,0,NA,NA,NA,NA,NA,NA,NA,NA,405946,7273958,Harry,
myv,Stop3,2020-03-13,13:00,0.5,NA,NA,NA,NA,NA,NA,NA,NA,405946,7273958,Harry,
myv,Stop3,2020-03-13,13:00,1,NA,0.6,79.9,11.02,NA,NA,NA,NA,405946,7273958,Harry,
myv,Stop3,2020-03-13,13:00,1.5,NA,1.4,51.6,6.96,NA,NA,NA,NA,405946,7273958,Harry,
myv,Stop3,2020-03-13,13:00,2,NA,2.3,8.2,1.08,NA,NA,NA,NA,405946,7273958,Harry,
myv,Stop3,2020-03-13,13:00,2.5,NA,2.5,1.5,0.2,NA,NA,NA,NA,405946,7273958,Harry,
myv,1,2020-03-14,15:15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harry,
myv,1,2020-03-14,15:15,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harry,
myv,1,2020-03-14,15:15,1,NA,1.4,85.2,11.55,NA,NA,NA,NA,NA,NA,Harry,
myv,1,2020-03-14,15:15,1.5,NA,1.5,51.4,6.92,NA,NA,NA,NA,NA,NA,Harry,
myv,1,2020-03-14,15:15,2,NA,2.4,3.1,0.41,NA,NA,NA,NA,NA,NA,Harry,
myv,1,2020-03-14,15:15,2.5,NA,3,2.8,0.36,NA,NA,NA,NA,NA,NA,Harry,
myv,Stop2,2020-03-08,12:00,0,NA,NA,NA,NA,NA,NA,NA,NA,407820,7275264,Harry; this is as close to st33 as we could get,
myv,Stop2,2020-03-08,12:00,0.5,NA,NA,NA,NA,NA,NA,NA,NA,407820,7275264,Harry; this is as close to st33 as we could get,
myv,Stop2,2020-03-08,12:00,1,NA,0.2,95.5,13.21,NA,NA,NA,NA,407820,7275264,Harry; this is as close to st33 as we could get,
myv,Stop2,2020-03-08,12:00,1.5,NA,0.6,83.5,11.42,NA,NA,NA,NA,407820,7275264,Harry; this is as close to st33 as we could get,
myv,Stop2,2020-03-08,12:00,2,NA,1.1,83.1,11.21,NA,NA,NA,NA,407820,7275264,Harry; this is as close to st33 as we could get,
myv,Stop2,2020-03-08,12:00,2.5,NA,1.9,77.8,10.27,NA,NA,NA,NA,407820,7275264,Harry; this is as close to st33 as we could get,
myv,33,2020-06-03,11:00,0,NA,11.1,104.9,11.27,NA,0.9,1.3,741.4,NA,NA,Hermione,
myv,33,2020-06-03,11:00,0.5,NA,11,105.4,11.34,NA,0.9,1.3,741.4,NA,NA,Hermione,
myv,33,2020-06-03,11:00,1,NA,10.5,106.7,11.62,NA,0.9,1.3,741.4,NA,NA,Hermione,
myv,33,2020-06-03,11:00,1.5,NA,10.4,107.9,11.9,NA,0.9,1.3,741.4,NA,NA,Hermione,
myv,33,2020-06-03,11:00,2,NA,10.3,110.2,12.06,NA,0.9,1.3,741.4,NA,NA,Hermione,
myv,33,2020-06-03,11:00,2.5,NA,10.3,110.1,12.03,NA,0.9,1.3,741.4,NA,NA,Hermione,
myv,33,2020-06-03,11:00,3,NA,10.3,110.5,12.1,NA,0.9,1.3,741.4,NA,NA,Hermione,
myv,33,2020-06-17,10:30,0,930,12.5,112.4,11.72,8.75,2.1,2.3,743.1,NA,NA,Hermione,
myv,33,2020-06-17,10:30,0.5,750,12.4,112.9,11.79,8.98,2.1,2.3,743.1,NA,NA,Hermione,
myv,33,2020-06-17,10:30,1,520,12.3,113.2,11.85,9.07,2.1,2.3,743.1,NA,NA,Hermione,
myv,33,2020-06-17,10:30,1.5,400,12.2,113.5,11.91,9.1,2.1,2.3,743.1,NA,NA,Hermione,
myv,33,2020-06-17,10:30,2,360,12.2,113.8,11.94,9.2,2.1,2.3,743.1,NA,NA,Hermione,
myv,33,2020-06-17,10:30,2.5,300,12.2,114,11.96,9.15,2.1,2.3,743.1,NA,NA,Hermione,
myv,33,2020-06-17,10:30,3,230,12.1,114.2,12.01,9.14,2.1,2.3,743.1,NA,NA,Hermione,
myv,33,2020-07-10,13:20,0,600,13.2,93.9,9.6,9.09,NA,NA,738.8,NA,NA,Hermione,
myv,33,2020-07-10,13:20,0.5,360,13.1,93.6,9.57,9.05,NA,NA,738.8,NA,NA,Hermione,
myv,33,2020-07-10,13:20,1,200,13,93.5,9.57,9.09,NA,NA,738.8,NA,NA,Hermione,
myv,33,2020-07-10,13:20,1.5,100,13,93.3,9.55,9.12,NA,NA,738.8,NA,NA,Hermione,
myv,33,2020-07-10,13:20,2,70,12.9,93,9.55,9.2,NA,NA,738.8,NA,NA,Hermione,
myv,33,2020-07-10,13:20,2.5,35,12.9,92.9,9.54,9.26,NA,NA,738.8,NA,NA,Hermione,
myv,33,2020-07-10,13:20,3,20,12.4,82.9,8.6,9.15,NA,NA,738.8,NA,NA,Hermione,
myv,33,2020-07-21,12:45,0,666,12.9,126.7,13.03,8.87,0.3,0.43,740.4,NA,NA,Hermione,
myv,33,2020-07-21,12:45,0.5,93,12,121.5,12.75,8.88,0.3,0.43,740.4,NA,NA,Hermione,
myv,33,2020-07-21,12:45,1,34,10.4,110.1,11.99,8.87,0.3,0.43,740.4,NA,NA,Hermione,
myv,33,2020-07-21,12:45,1.5,23,10.2,103.4,11.31,8.8,0.3,0.43,740.4,NA,NA,Hermione,
myv,33,2020-07-21,12:45,2,20,10.1,96.8,10.62,8.74,0.3,0.43,740.4,NA,NA,Hermione,
myv,33,2020-07-21,12:45,2.5,13.5,9.9,88.5,9.76,8.66,0.3,0.43,740.4,NA,NA,Hermione,
myv,33,2020-07-21,12:45,3,9.54,9.9,86.8,9.56,8.62,0.3,0.43,740.4,NA,NA,Hermione,
myv,33,2020-07-30,11:30,0,850,14,125.4,12.58,8.87,0.46,0.56,738.8,NA,NA,Hermione,
myv,33,2020-07-30,11:30,0.5,360,12.7,122.9,12.66,8.79,0.46,0.56,738.8,NA,NA,Hermione,
myv,33,2020-07-30,11:30,1,196,11.5,118.8,12.58,8.76,0.46,0.56,738.8,NA,NA,Hermione,
myv,33,2020-07-30,11:30,1.5,168,10.9,111.8,12.02,8.74,0.46,0.56,738.8,NA,NA,Hermione,
myv,33,2020-07-30,11:30,2,139,10.3,98.3,10.73,8.68,0.46,0.56,738.8,NA,NA,Hermione,
myv,33,2020-07-30,11:30,2.5,100,10.1,95.5,10.44,8.56,0.46,0.56,738.8,NA,NA,Hermione,
myv,33,2020-07-30,11:30,3,79,NA,95.2,10.42,8.49,0.46,0.56,738.8,NA,NA,Hermione,
myv,1,2020-08-03,NA,0,NA,11.7,112,11.67,NA,0.2,0.27,729.5,406012,7274507,Hermione,
myv,1,2020-08-03,NA,0.5,NA,11.6,107.9,11.26,NA,0.2,0.27,729.5,406012,7274507,Hermione,
