file,NDVI_R,NDVI_cv,ENDVI,ENDVI_cv,coreid,ENDVI_1mmI
MG76.jpg,0.23572156406182274,0.09730006419453711,0.20198367118570607,0.1271572104055331,76,0.18324724124828679
MG77.jpg,0.26000006221062305,0.0823022089755628,0.23024022523184567,0.09527081124940034,77,0.15742962960772935
MG8.jpg,0.2775219703500595,0.0767166832351528,0.2436636781408239,0.0889058292793202,8,0.10690775367358286
MG80.jpg,0.24836963327681166,0.08297462529457225,0.223977732366126,0.10889475102451436,80,0.17718745632481758
MG81.jpg,0.26361403179622817,0.08124088398278961,0.2372563430299173,0.09018352475944973,81,0.07200339043038771
MG83.jpg,0.2577151915547348,0.06991402925780704,0.22930870530062702,0.08239769005606931,83,0.10201745513658854
MG86.jpg,0.3199370659697557,0.08748393274370261,0.272164055577011,0.10631148182013142,86,0.13911247096887994
MG87.jpg,0.3365822662085161,0.0766807215531677,0.287550698181699,0.10100454531099583,87,0.183840520941102
MG89.jpg,0.31029649411267735,0.09531355106428986,0.26916043445108623,0.11794555245887013,89,0.2401506594847745
MG9.jpg,0.350749265419788,0.05916115081221066,0.3092868909427511,0.08463104815466227,9,0.16725215477478583
MG90.jpg,0.24044583716889514,0.09090842726238828,0.20809753456306518,0.13128464245964352,90,0.20294979805316593
MG96.jpg,0.280567778641658,0.07969325564458293,0.24825651661826725,0.09920556095489654,96,0.16130170903822316
MG97.jpg,0.2710918349065962,0.07482620544022031,0.23503113416535956,0.11949234991794723,97,0.20357951628958906
MG99.jpg,0.30742358943018433,0.08323157342544074,0.26844740931820676,0.10093710322487634,99,0.11804243326211629
